user_id,course_id,lesson_id,activity_status,activity_date
USER01695,CU016,LES01036,STARTED,2025-12-13 04:56:02.535016
USER00230,CU038,LES00578,STARTED,2025-10-01 04:56:02.535024
USER00529,CU041,LES00521,STARTED,2025-06-08 04:56:02.535031
USER01451,CU009,LES00189,COMPLETED,2025-10-30 04:56:02.535037
USER01632,CU056,LES00116,COMPLETED,2025-07-01 04:56:02.535045
USER01008,CU040,LES00820,STARTED,2025-10-24 04:56:02.535052
USER01867,CU010,LES00430,COMPLETED,2025-07-15 04:56:02.535059
USER00584,CU025,LES00565,STARTED,2026-01-18 04:56:02.535066
USER01792,CU042,LES00102,COMPLETED,2025-12-08 04:56:02.535072
USER01427,CU012,LES00372,STARTED,2025-05-03 04:56:02.535080
USER01428,CU041,LES00461,COMPLETED,2025-05-13 04:56:02.535087
USER01522,CU016,LES00256,STARTED,2025-12-03 04:56:02.535094
USER01623,CU057,LES00417,STARTED,2025-06-22 04:56:02.535100
USER00466,CU050,LES00050,STARTED,2026-01-26 04:56:02.535109
USER00474,CU004,LES00124,STARTED,2025-12-21 04:56:02.535115
USER00413,CU047,LES00107,COMPLETED,2025-06-25 04:56:02.535122
USER00774,CU042,LES00702,COMPLETED,2025-05-02 04:56:02.535129
USER01462,CU051,LES00411,COMPLETED,2025-06-17 04:56:02.535136
USER01423,CU039,LES01059,COMPLETED,2025-06-27 04:56:02.535144
USER01010,CU051,LES00171,STARTED,2025-05-17 04:56:02.535151
USER01108,CU006,LES00306,COMPLETED,2025-09-10 04:56:02.535158
USER00788,CU027,LES01047,COMPLETED,2025-04-19 04:56:02.535165
USER00749,CU033,LES00933,COMPLETED,2025-12-03 04:56:02.535172
USER01150,CU049,LES00829,COMPLETED,2025-06-18 04:56:02.535179
USER01050,CU026,LES00506,COMPLETED,2025-05-10 04:56:02.535186
USER00584,CU003,LES00483,COMPLETED,2025-04-06 04:56:02.535193
USER01898,CU049,LES00109,COMPLETED,2025-11-04 04:56:02.535200
USER00445,CU002,LES00662,COMPLETED,2025-07-03 04:56:02.535207
USER00633,CU033,LES00573,COMPLETED,2025-12-05 04:56:02.535213
USER00186,CU035,LES00575,STARTED,2025-12-31 04:56:02.535217
USER00642,CU019,LES00079,COMPLETED,2025-05-28 04:56:02.535222
USER01518,CU036,LES00276,COMPLETED,2025-10-08 04:56:02.535228
USER01535,CU044,LES00764,COMPLETED,2025-08-08 04:56:02.535233
USER01802,CU048,LES00948,COMPLETED,2026-01-19 04:56:02.535237
USER01672,CU024,LES00204,STARTED,2025-09-15 04:56:02.535241
USER01844,CU040,LES00820,STARTED,2025-04-23 04:56:02.535246
USER01172,CU051,LES00291,STARTED,2025-07-29 04:56:02.535250
USER01993,CU045,LES00405,COMPLETED,2025-11-16 04:56:02.535255
USER01624,CU057,LES00957,STARTED,2025-12-15 04:56:02.535260
USER00500,CU022,LES00262,STARTED,2025-10-28 04:56:02.535265
USER00909,CU022,LES00082,STARTED,2025-12-19 04:56:02.535269
USER00881,CU017,LES00257,STARTED,2025-04-30 04:56:02.535273
USER00442,CU025,LES00745,COMPLETED,2025-09-23 04:56:02.535278
USER01658,CU023,LES00683,COMPLETED,2025-06-20 04:56:02.535282
USER00020,CU011,LES00191,COMPLETED,2025-06-11 04:56:02.535286
USER01554,CU057,LES00897,STARTED,2025-06-13 04:56:02.535290
USER00530,CU036,LES00696,STARTED,2025-12-15 04:56:02.535295
USER01590,CU012,LES00552,COMPLETED,2025-05-24 04:56:02.535298
USER00931,CU041,LES00701,STARTED,2025-09-27 04:56:02.535302
USER01801,CU044,LES00704,STARTED,2025-04-20 04:56:02.535306
USER01080,CU043,LES00343,COMPLETED,2025-10-25 04:56:02.535311
USER00325,CU046,LES00106,STARTED,2025-07-16 04:56:02.535315
USER00557,CU007,LES00247,COMPLETED,2025-11-27 04:56:02.535320
USER01495,CU010,LES00790,STARTED,2025-08-28 04:56:02.535325
USER01644,CU016,LES00976,COMPLETED,2025-10-08 04:56:02.535330
USER00119,CU005,LES00845,COMPLETED,2025-11-27 04:56:02.535334
USER01793,CU026,LES00806,COMPLETED,2025-05-30 04:56:02.535338
USER01162,CU052,LES00292,STARTED,2025-09-07 04:56:02.535342
USER00478,CU034,LES00094,COMPLETED,2025-10-04 04:56:02.535345
USER01388,CU022,LES00922,COMPLETED,2025-12-17 04:56:02.535350
USER01841,CU047,LES00827,STARTED,2025-09-25 04:56:02.535354
USER00596,CU030,LES00570,STARTED,2025-11-09 04:56:02.535358
USER00802,CU001,LES00601,STARTED,2025-06-22 04:56:02.535363
USER01431,CU051,LES00051,STARTED,2025-11-21 04:56:02.535366
USER00824,CU044,LES00884,STARTED,2025-11-24 04:56:02.535371
USER00658,CU050,LES00770,STARTED,2025-11-01 04:56:02.535376
USER00724,CU058,LES00538,COMPLETED,2026-01-11 04:56:02.535380
USER00553,CU057,LES00537,STARTED,2025-11-10 04:56:02.535384
USER01440,CU041,LES00281,COMPLETED,2025-10-17 04:56:02.535389
USER01864,CU006,LES00606,STARTED,2025-06-23 04:56:02.535394
USER00549,CU046,LES00646,STARTED,2026-01-12 04:56:02.535398
USER01791,CU028,LES00328,STARTED,2025-10-28 04:56:02.535402
USER00692,CU025,LES00385,STARTED,2025-04-10 04:56:02.535406
USER00954,CU041,LES00041,COMPLETED,2025-10-19 04:56:02.535411
USER01668,CU022,LES00682,STARTED,2026-01-26 04:56:02.535414
USER00563,CU032,LES00572,COMPLETED,2025-05-25 04:56:02.535420
USER01123,CU037,LES00877,STARTED,2025-07-20 04:56:02.535427
USER01574,CU028,LES01048,COMPLETED,2025-12-30 04:56:02.535432
USER00339,CU039,LES00399,COMPLETED,2025-10-02 04:56:02.535439
USER00195,CU003,LES00363,STARTED,2025-07-15 04:56:02.535443
USER00529,CU028,LES00868,STARTED,2025-07-02 04:56:02.535447
USER00019,CU045,LES00225,COMPLETED,2025-10-30 04:56:02.535451
USER00962,CU030,LES00570,COMPLETED,2025-07-04 04:56:02.535454
USER01086,CU008,LES00848,STARTED,2025-12-11 04:56:02.535459
USER00022,CU025,LES00205,COMPLETED,2026-01-15 04:56:02.535463
USER01622,CU050,LES00530,COMPLETED,2025-09-25 04:56:02.535467
USER00428,CU050,LES00350,STARTED,2025-08-22 04:56:02.535472
USER00735,CU030,LES00870,STARTED,2025-08-30 04:56:02.535476
USER00386,CU032,LES00332,STARTED,2025-10-09 04:56:02.535480
USER01886,CU040,LES01000,COMPLETED,2025-10-07 04:56:02.535486
USER01798,CU009,LES00729,COMPLETED,2025-12-30 04:56:02.535490
USER00534,CU023,LES00563,STARTED,2025-04-18 04:56:02.535493
USER00131,CU059,LES00419,STARTED,2026-01-14 04:56:02.535498
USER00008,CU011,LES00911,COMPLETED,2025-04-11 04:56:02.535503
USER01622,CU038,LES00638,STARTED,2025-07-15 04:56:02.535506
USER00919,CU017,LES01037,COMPLETED,2025-11-23 04:56:02.535511
USER00345,CU030,LES00090,STARTED,2025-11-26 04:56:02.535517
USER01603,CU002,LES00182,STARTED,2026-01-02 04:56:02.535522
USER01839,CU008,LES00248,COMPLETED,2025-08-21 04:56:02.535527
USER00820,CU048,LES00888,STARTED,2025-11-20 04:56:02.535531
USER01991,CU012,LES00972,STARTED,2025-11-10 04:56:02.535535
USER00906,CU034,LES00574,STARTED,2025-07-14 04:56:02.535539
USER01273,CU029,LES00449,STARTED,2025-04-23 04:56:02.535544
USER00606,CU048,LES00708,STARTED,2025-12-10 04:56:02.535548
USER00154,CU016,LES00196,STARTED,2025-04-27 04:56:02.535553
USER00042,CU025,LES00865,STARTED,2025-12-01 04:56:02.535558
USER00961,CU005,LES00485,STARTED,2025-12-09 04:56:02.535561
USER00263,CU055,LES00895,STARTED,2025-12-30 04:56:02.535566
USER01498,CU051,LES01071,COMPLETED,2025-05-10 04:56:02.535570
USER00530,CU042,LES00762,COMPLETED,2025-10-03 04:56:02.535575
USER01905,CU012,LES00252,STARTED,2025-04-10 04:56:02.535580
USER01840,CU042,LES00882,STARTED,2025-09-15 04:56:02.535584
USER01071,CU023,LES00923,STARTED,2025-05-20 04:56:02.535587
USER00310,CU045,LES01005,STARTED,2026-01-07 04:56:02.535592
USER01662,CU041,LES00401,COMPLETED,2025-07-17 04:56:02.535595
USER01824,CU049,LES00229,COMPLETED,2025-08-02 04:56:02.535600
USER01268,CU018,LES00438,COMPLETED,2025-08-22 04:56:02.535603
USER00388,CU031,LES00511,COMPLETED,2025-05-27 04:56:02.535608
USER01027,CU040,LES00760,COMPLETED,2025-11-20 04:56:02.535613
USER01730,CU031,LES00331,STARTED,2025-08-16 04:56:02.535617
USER00616,CU058,LES00778,STARTED,2025-07-22 04:56:02.535621
USER00123,CU038,LES00158,COMPLETED,2025-04-28 04:56:02.535626
USER00507,CU020,LES00020,STARTED,2025-11-29 04:56:02.535630
USER01982,CU041,LES00641,STARTED,2025-09-30 04:56:02.535636
USER00807,CU035,LES00695,STARTED,2025-09-20 04:56:02.535641
USER01565,CU015,LES00255,STARTED,2025-07-27 04:56:02.535646
USER00495,CU058,LES00658,STARTED,2025-10-08 04:56:02.535651
USER00133,CU006,LES00486,STARTED,2026-01-13 04:56:02.535655
USER01506,CU002,LES00122,STARTED,2025-11-21 04:56:02.535660
USER01581,CU027,LES00807,STARTED,2025-10-24 04:56:02.535664
USER01536,CU018,LES00498,STARTED,2025-05-10 04:56:02.535668
USER00960,CU031,LES00331,COMPLETED,2025-08-25 04:56:02.535672
USER01011,CU051,LES00711,COMPLETED,2025-05-29 04:56:02.535676
USER01674,CU017,LES00257,COMPLETED,2025-05-08 04:56:02.535685
USER01042,CU057,LES01017,STARTED,2025-07-15 04:56:02.535693
USER00861,CU042,LES00162,COMPLETED,2025-04-24 04:56:02.535698
USER00719,CU022,LES00022,STARTED,2025-12-24 04:56:02.535705
USER01973,CU004,LES00604,STARTED,2025-07-18 04:56:02.535710
USER00479,CU008,LES00668,STARTED,2025-05-22 04:56:02.535715
USER00237,CU029,LES00269,STARTED,2026-01-01 04:56:02.535719
USER00946,CU052,LES01012,COMPLETED,2025-12-08 04:56:02.535723
USER00469,CU010,LES00310,STARTED,2025-06-28 04:56:02.535727
USER00689,CU027,LES00267,COMPLETED,2025-08-01 04:56:02.535731
USER01754,CU057,LES00057,STARTED,2025-10-21 04:56:02.535735
USER00577,CU020,LES00740,STARTED,2025-05-18 04:56:02.535740
USER00801,CU045,LES00405,COMPLETED,2026-01-09 04:56:02.535743
USER00589,CU060,LES00300,STARTED,2025-06-29 04:56:02.535748
USER01611,CU003,LES00303,COMPLETED,2025-04-21 04:56:02.535752
USER00831,CU017,LES00977,STARTED,2025-07-11 04:56:02.535757
USER00310,CU042,LES00582,COMPLETED,2025-09-03 04:56:02.535760
USER00139,CU018,LES00078,COMPLETED,2025-12-20 04:56:02.535765
USER00182,CU041,LES00401,COMPLETED,2025-11-07 04:56:02.535769
USER01451,CU055,LES00655,COMPLETED,2025-07-02 04:56:02.535774
USER01171,CU029,LES00869,COMPLETED,2025-05-23 04:56:02.535777
USER01128,CU059,LES00239,COMPLETED,2026-01-08 04:56:02.535782
USER00168,CU043,LES01003,STARTED,2025-12-23 04:56:02.535786
USER01244,CU059,LES00299,COMPLETED,2025-09-13 04:56:02.535790
USER00741,CU047,LES00407,STARTED,2025-10-21 04:56:02.535795
USER00848,CU060,LES00840,STARTED,2025-08-07 04:56:02.535799
USER00415,CU026,LES00686,STARTED,2025-07-20 04:56:02.535803
USER01311,CU048,LES00528,COMPLETED,2025-07-15 04:56:02.535808
USER01316,CU034,LES00274,STARTED,2026-01-22 04:56:02.535815
USER00317,CU018,LES00378,COMPLETED,2025-11-23 04:56:02.535819
USER01345,CU050,LES00350,STARTED,2025-12-15 04:56:02.535823
USER01447,CU043,LES00763,STARTED,2025-12-25 04:56:02.535827
USER00031,CU049,LES01069,COMPLETED,2025-07-13 04:56:02.535831
USER01611,CU050,LES00470,COMPLETED,2025-12-21 04:56:02.535835
USER01218,CU043,LES00343,COMPLETED,2025-09-18 04:56:02.535839
USER00298,CU049,LES00889,STARTED,2026-01-21 04:56:02.535843
USER01634,CU016,LES00196,STARTED,2025-06-04 04:56:02.535847
USER01160,CU046,LES00586,STARTED,2025-10-15 04:56:02.535852
USER00051,CU054,LES00534,STARTED,2025-12-05 04:56:02.535857
USER01508,CU041,LES00641,STARTED,2025-09-20 04:56:02.535860
USER01324,CU033,LES01053,STARTED,2025-04-28 04:56:02.535865
USER00890,CU054,LES01074,STARTED,2025-04-21 04:56:02.535869
USER00005,CU039,LES00999,COMPLETED,2025-12-30 04:56:02.535873
USER01513,CU024,LES00084,COMPLETED,2025-08-09 04:56:02.535878
USER01145,CU053,LES00413,COMPLETED,2025-09-20 04:56:02.535882
USER01806,CU049,LES01009,COMPLETED,2025-06-28 04:56:02.535886
USER01798,CU036,LES00576,COMPLETED,2025-08-27 04:56:02.535890
USER01011,CU015,LES00975,STARTED,2025-10-10 04:56:02.535894
USER01486,CU020,LES00380,COMPLETED,2025-07-15 04:56:02.535898
USER01519,CU012,LES00912,STARTED,2025-12-02 04:56:02.535902
USER01542,CU050,LES00410,STARTED,2025-08-10 04:56:02.535906
USER01870,CU013,LES00673,COMPLETED,2026-01-19 04:56:02.535910
USER01511,CU017,LES00857,STARTED,2025-08-02 04:56:02.535914
USER00984,CU039,LES00939,COMPLETED,2025-06-05 04:56:02.535919
USER01956,CU022,LES00802,COMPLETED,2025-09-24 04:56:02.535923
USER01446,CU058,LES00418,STARTED,2025-05-29 04:56:02.535927
USER00705,CU034,LES00934,STARTED,2025-12-30 04:56:02.535931
USER00632,CU011,LES00491,COMPLETED,2025-04-06 04:56:02.535935
USER00703,CU010,LES00610,COMPLETED,2025-06-14 04:56:02.535939
USER01982,CU028,LES00448,STARTED,2025-09-28 04:56:02.535944
USER01763,CU049,LES01069,COMPLETED,2025-08-01 04:56:02.535948
USER01016,CU029,LES00929,STARTED,2025-12-09 04:56:02.535952
USER00729,CU055,LES00175,STARTED,2025-10-10 04:56:02.535956
USER01855,CU041,LES00881,COMPLETED,2025-08-13 04:56:02.535961
USER00424,CU019,LES00259,COMPLETED,2025-06-25 04:56:02.535964
USER01846,CU049,LES00589,STARTED,2026-01-21 04:56:02.535968
USER01855,CU005,LES00725,STARTED,2025-09-06 04:56:02.535972
USER00094,CU052,LES00532,STARTED,2025-08-22 04:56:02.535976
USER00385,CU030,LES00630,STARTED,2025-08-01 04:56:02.535980
USER01974,CU029,LES00929,COMPLETED,2025-06-07 04:56:02.535984
USER01456,CU011,LES00971,COMPLETED,2025-12-15 04:56:02.535987
USER00601,CU011,LES00011,STARTED,2025-09-17 04:56:02.535992
USER01318,CU006,LES00606,COMPLETED,2025-11-24 04:56:02.535995
USER00076,CU046,LES00526,COMPLETED,2025-06-16 04:56:02.536000
USER00163,CU058,LES00178,STARTED,2025-12-16 04:56:02.536003
USER00532,CU028,LES00448,COMPLETED,2025-10-29 04:56:02.536007
USER00022,CU028,LES00928,COMPLETED,2025-08-08 04:56:02.536011
USER00808,CU039,LES00399,COMPLETED,2025-05-06 04:56:02.536014
USER00636,CU023,LES00083,STARTED,2025-06-06 04:56:02.536018
USER01147,CU042,LES00942,STARTED,2025-12-13 04:56:02.536023
USER00767,CU050,LES00530,STARTED,2025-10-16 04:56:02.536027
USER01677,CU035,LES00455,STARTED,2025-09-04 04:56:02.536031
USER01397,CU012,LES00432,STARTED,2025-10-22 04:56:02.536036
USER01535,CU015,LES00255,STARTED,2026-01-12 04:56:02.536039
USER00378,CU033,LES00453,STARTED,2025-12-04 04:56:02.536043
USER00307,CU032,LES00992,STARTED,2025-11-11 04:56:02.536048
USER00959,CU010,LES00790,STARTED,2025-11-26 04:56:02.536052
USER00319,CU029,LES00509,STARTED,2025-04-26 04:56:02.536056
USER01533,CU026,LES00986,COMPLETED,2025-07-06 04:56:02.536060
USER00716,CU053,LES00173,STARTED,2025-12-06 04:56:02.536064
USER01740,CU038,LES00158,COMPLETED,2025-09-08 04:56:02.536067
USER00252,CU046,LES00766,COMPLETED,2025-12-08 04:56:02.536072
USER01816,CU053,LES00593,COMPLETED,2025-09-30 04:56:02.536077
USER01463,CU057,LES00117,STARTED,2025-09-04 04:56:02.536081
USER00034,CU025,LES00805,STARTED,2025-09-16 04:56:02.536087
USER00740,CU027,LES00147,COMPLETED,2025-10-11 04:56:02.536093
USER00223,CU027,LES00507,COMPLETED,2025-06-18 04:56:02.536099
USER00035,CU028,LES00928,COMPLETED,2025-04-05 04:56:02.536104
USER01533,CU044,LES00524,STARTED,2025-07-06 04:56:02.536110
USER01797,CU004,LES00904,COMPLETED,2025-05-23 04:56:02.536116
USER01502,CU004,LES00904,COMPLETED,2025-08-27 04:56:02.536122
USER01583,CU008,LES01028,COMPLETED,2025-10-17 04:56:02.536128
USER00603,CU002,LES00242,STARTED,2025-05-28 04:56:02.536134
USER00669,CU047,LES00587,COMPLETED,2025-10-06 04:56:02.536140
USER01911,CU060,LES00480,STARTED,2025-05-19 04:56:02.536146
USER01893,CU054,LES00354,STARTED,2025-06-13 04:56:02.536153
USER01583,CU017,LES00557,STARTED,2025-06-17 04:56:02.536159
USER01976,CU014,LES00374,COMPLETED,2025-12-03 04:56:02.536165
USER00826,CU009,LES00609,STARTED,2025-05-19 04:56:02.536171
USER01136,CU043,LES01003,COMPLETED,2025-09-11 04:56:02.536177
USER01500,CU010,LES00250,STARTED,2025-06-11 04:56:02.536184
USER00558,CU025,LES00565,STARTED,2025-09-28 04:56:02.536190
USER00181,CU051,LES00951,COMPLETED,2025-08-21 04:56:02.536196
USER00272,CU060,LES01020,STARTED,2025-07-13 04:56:02.536202
USER00946,CU045,LES00105,COMPLETED,2025-09-28 04:56:02.536208
USER01236,CU054,LES00954,COMPLETED,2025-07-27 04:56:02.536216
USER00640,CU037,LES01057,STARTED,2025-10-15 04:56:02.536222
USER00295,CU048,LES00348,COMPLETED,2025-04-09 04:56:02.536229
USER01444,CU032,LES00392,STARTED,2025-05-27 04:56:02.536235
USER01644,CU004,LES00664,COMPLETED,2025-12-31 04:56:02.536241
USER01333,CU028,LES00448,COMPLETED,2025-06-20 04:56:02.536248
USER01455,CU029,LES00449,COMPLETED,2026-01-14 04:56:02.536254
USER01327,CU010,LES00190,STARTED,2026-01-09 04:56:02.536260
USER01535,CU032,LES00392,STARTED,2025-07-16 04:56:02.536266
USER01412,CU054,LES00474,STARTED,2025-07-28 04:56:02.536273
USER00300,CU038,LES00638,STARTED,2025-06-13 04:56:02.536279
USER00369,CU025,LES00145,STARTED,2025-12-07 04:56:02.536285
USER00840,CU034,LES01054,COMPLETED,2025-07-26 04:56:02.536292
USER00168,CU060,LES00960,STARTED,2025-04-30 04:56:02.536298
USER01621,CU001,LES00481,COMPLETED,2025-11-15 04:56:02.536304
USER00920,CU003,LES00303,STARTED,2025-12-29 04:56:02.536310
USER01889,CU028,LES00988,STARTED,2025-07-01 04:56:02.536315
USER01128,CU009,LES00609,STARTED,2025-08-03 04:56:02.536320
USER01993,CU028,LES00028,STARTED,2026-01-13 04:56:02.536325
USER01058,CU011,LES00491,COMPLETED,2025-06-03 04:56:02.536331
USER01448,CU003,LES00363,STARTED,2025-05-31 04:56:02.536336
USER00877,CU001,LES00001,STARTED,2025-04-18 04:56:02.536345
USER00590,CU054,LES00654,STARTED,2025-05-18 04:56:02.536350
USER01542,CU053,LES00173,STARTED,2025-08-22 04:56:02.536355
USER00434,CU036,LES00996,STARTED,2025-06-19 04:56:02.536361
USER00098,CU043,LES00283,STARTED,2025-10-27 04:56:02.536366
USER01853,CU008,LES00968,COMPLETED,2025-05-10 04:56:02.536372
USER00952,CU028,LES00448,COMPLETED,2025-12-30 04:56:02.536377
USER01086,CU058,LES00958,STARTED,2025-06-20 04:56:02.536382
USER00907,CU002,LES00302,STARTED,2025-05-12 04:56:02.536388
USER01533,CU056,LES00896,COMPLETED,2025-12-13 04:56:02.536393
USER00241,CU048,LES00228,STARTED,2025-12-07 04:56:02.536399
USER01922,CU023,LES00623,COMPLETED,2025-12-31 04:56:02.536405
USER01553,CU037,LES00697,STARTED,2025-09-15 04:56:02.536410
USER01032,CU002,LES00482,STARTED,2025-05-20 04:56:02.536416
USER01683,CU040,LES00220,STARTED,2025-04-05 04:56:02.536421
USER00279,CU001,LES00061,STARTED,2025-09-09 04:56:02.536428
USER01499,CU010,LES00970,STARTED,2025-04-08 04:56:02.536433
USER01765,CU047,LES00227,COMPLETED,2025-07-27 04:56:02.536438
USER01503,CU043,LES00403,COMPLETED,2025-12-09 04:56:02.536444
USER01770,CU044,LES00104,STARTED,2025-09-02 04:56:02.536449
USER01421,CU058,LES00358,STARTED,2025-11-06 04:56:02.536456
USER01912,CU031,LES00391,STARTED,2025-06-26 04:56:02.536461
USER01293,CU043,LES01003,COMPLETED,2025-05-09 04:56:02.536466
USER01443,CU022,LES00742,COMPLETED,2025-09-19 04:56:02.536472
USER01984,CU023,LES00563,COMPLETED,2025-10-05 04:56:02.536477
USER00297,CU013,LES00433,COMPLETED,2025-07-15 04:56:02.536483
USER00109,CU045,LES00345,COMPLETED,2025-12-10 04:56:02.536488
USER00311,CU026,LES00146,STARTED,2025-12-04 04:56:02.536494
USER00930,CU015,LES00615,STARTED,2025-08-27 04:56:02.536499
USER01454,CU023,LES00263,COMPLETED,2025-10-13 04:56:02.536506
USER00965,CU056,LES00356,COMPLETED,2025-05-27 04:56:02.536511
USER01329,CU013,LES00793,STARTED,2025-12-13 04:56:02.536518
USER00308,CU029,LES00509,STARTED,2025-06-01 04:56:02.536525
USER01880,CU032,LES00812,COMPLETED,2025-07-09 04:56:02.536531
USER00964,CU037,LES01057,COMPLETED,2025-04-13 04:56:02.536537
USER00276,CU001,LES00001,STARTED,2025-08-12 04:56:02.536543
USER01675,CU057,LES00417,STARTED,2025-05-29 04:56:02.536549
USER00327,CU009,LES00669,STARTED,2025-04-12 04:56:02.536555
USER01619,CU021,LES00321,COMPLETED,2025-11-09 04:56:02.536562
USER01138,CU017,LES01037,COMPLETED,2025-10-16 04:56:02.536570
USER00178,CU020,LES00860,STARTED,2025-10-06 04:56:02.536584
USER00185,CU012,LES00012,STARTED,2026-01-17 04:56:02.536598
USER00528,CU030,LES00210,COMPLETED,2025-08-23 04:56:02.536612
USER01554,CU037,LES00577,COMPLETED,2025-06-11 04:56:02.536625
USER00727,CU047,LES01067,STARTED,2025-07-24 04:56:02.536643
USER00481,CU051,LES01011,STARTED,2025-10-18 04:56:02.536657
USER00556,CU043,LES00703,COMPLETED,2026-01-06 04:56:02.536669
USER00866,CU018,LES00618,COMPLETED,2025-07-11 04:56:02.536685
USER00670,CU033,LES00213,STARTED,2025-10-08 04:56:02.536698
USER00029,CU021,LES00621,COMPLETED,2025-12-28 04:56:02.536713
USER01014,CU043,LES00403,COMPLETED,2025-08-14 04:56:02.536724
USER00663,CU058,LES00838,STARTED,2025-09-07 04:56:02.536734
USER00119,CU006,LES00066,STARTED,2025-07-10 04:56:02.536740
USER01224,CU006,LES00306,COMPLETED,2025-05-14 04:56:02.536746
USER00710,CU035,LES00215,STARTED,2025-11-08 04:56:02.536799
USER00474,CU057,LES00657,COMPLETED,2025-06-25 04:56:02.536814
USER00921,CU026,LES00266,STARTED,2025-06-24 04:56:02.536825
USER01319,CU048,LES00768,COMPLETED,2026-01-17 04:56:02.536836
USER01900,CU023,LES00743,COMPLETED,2025-10-25 04:56:02.536849
USER01108,CU032,LES00452,STARTED,2025-12-09 04:56:02.536862
USER00933,CU038,LES00458,COMPLETED,2025-04-05 04:56:02.536873
USER01113,CU013,LES00853,STARTED,2025-08-11 04:56:02.536884
USER00739,CU041,LES00701,STARTED,2025-10-08 04:56:02.536894
USER01646,CU009,LES00549,STARTED,2025-06-10 04:56:02.536906
USER01777,CU051,LES00591,COMPLETED,2025-12-19 04:56:02.536918
USER00110,CU050,LES00290,STARTED,2025-07-27 04:56:02.536929
USER00440,CU060,LES00120,STARTED,2025-12-01 04:56:02.536942
USER00467,CU004,LES00124,STARTED,2025-09-14 04:56:02.536954
USER00889,CU015,LES00975,STARTED,2025-04-09 04:56:02.536966
USER01143,CU016,LES00916,STARTED,2025-06-30 04:56:02.536972
USER01745,CU043,LES00223,STARTED,2026-01-28 04:56:02.536979
USER01005,CU011,LES00131,STARTED,2025-08-19 04:56:02.536985
USER00686,CU048,LES00588,COMPLETED,2025-12-05 04:56:02.536991
USER00240,CU028,LES00748,COMPLETED,2025-06-25 04:56:02.536998
USER01980,CU001,LES00421,STARTED,2025-05-20 04:56:02.537003
USER00203,CU020,LES00620,COMPLETED,2026-01-08 04:56:02.537010
USER01886,CU041,LES01001,COMPLETED,2025-06-24 04:56:02.537016
USER00561,CU002,LES00062,COMPLETED,2025-09-28 04:56:02.537024
USER00706,CU022,LES00682,STARTED,2025-06-27 04:56:02.537031
