user_id,course_id,enrollment_date,enrollment_status
USER00646,CU006,2025-07-11 04:56:02.025120,INACTIVE
USER00636,CU037,2025-06-14 04:56:02.025123,ACTIVE
USER01619,CU021,2025-01-12 04:56:02.025127,INACTIVE
USER01387,CU035,2025-03-05 04:56:02.025131,ACTIVE
USER00356,CU043,2026-01-29 04:56:02.025134,INACTIVE
USER00621,CU029,2025-10-04 04:56:02.025138,ACTIVE
USER01404,CU047,2025-11-16 04:56:02.025142,ACTIVE
USER00424,CU016,2024-11-15 04:56:02.025146,ACTIVE
USER01995,CU040,2024-12-19 04:56:02.025150,ACTIVE
USER01274,CU014,2025-11-11 04:56:02.025154,INACTIVE
USER00035,CU037,2025-11-10 04:56:02.025158,INACTIVE
USER00833,CU040,2025-12-25 04:56:02.025162,ACTIVE
USER00989,CU044,2024-11-15 04:56:02.025166,ACTIVE
USER00283,CU050,2026-01-27 04:56:02.025170,ACTIVE
USER01159,CU047,2025-02-10 04:56:02.025174,ACTIVE
USER01600,CU013,2025-03-18 04:56:02.025178,ACTIVE
USER00610,CU012,2024-12-04 04:56:02.025182,INACTIVE
USER01475,CU026,2025-11-22 04:56:02.025186,INACTIVE
USER01571,CU036,2024-07-26 04:56:02.025191,INACTIVE
USER00864,CU020,2025-12-19 04:56:02.025197,INACTIVE
USER00456,CU004,2025-09-19 04:56:02.025204,INACTIVE
USER01841,CU031,2024-10-16 04:56:02.025210,ACTIVE
USER00595,CU042,2024-07-30 04:56:02.025216,INACTIVE
USER00787,CU046,2024-08-03 04:56:02.025221,ACTIVE
USER01230,CU055,2025-12-23 04:56:02.025227,INACTIVE
USER00463,CU031,2025-05-05 04:56:02.025232,INACTIVE
USER01795,CU007,2025-01-18 04:56:02.025238,ACTIVE
USER01736,CU010,2025-02-16 04:56:02.025245,INACTIVE
USER00034,CU056,2025-09-06 04:56:02.025249,INACTIVE
USER00712,CU008,2024-11-01 04:56:02.025254,INACTIVE
USER00211,CU010,2025-02-04 04:56:02.025258,ACTIVE
USER00409,CU010,2025-07-25 04:56:02.025262,ACTIVE
USER00940,CU059,2024-10-30 04:56:02.025267,ACTIVE
USER00532,CU029,2024-06-30 04:56:02.025271,ACTIVE
USER00296,CU003,2025-01-25 04:56:02.025274,ACTIVE
USER00890,CU006,2025-04-13 04:56:02.025278,INACTIVE
USER01322,CU018,2025-11-17 04:56:02.025281,ACTIVE
USER00747,CU015,2024-09-04 04:56:02.025285,INACTIVE
USER01909,CU021,2025-07-29 04:56:02.025289,INACTIVE
USER00582,CU005,2025-03-21 04:56:02.025292,ACTIVE
USER00892,CU057,2025-08-28 04:56:02.025298,INACTIVE
USER01244,CU027,2026-01-06 04:56:02.025305,INACTIVE
USER01624,CU036,2025-04-29 04:56:02.025311,ACTIVE
USER00799,CU040,2025-01-01 04:56:02.025317,INACTIVE
USER01340,CU011,2025-06-05 04:56:02.025323,ACTIVE
USER01954,CU052,2024-10-31 04:56:02.025327,INACTIVE
USER00751,CU047,2024-10-21 04:56:02.025330,ACTIVE
USER01887,CU037,2025-03-27 04:56:02.025335,ACTIVE
USER00551,CU014,2025-07-15 04:56:02.025339,ACTIVE
USER00135,CU015,2026-01-26 04:56:02.025344,INACTIVE
USER01932,CU003,2024-10-10 04:56:02.025348,ACTIVE
USER01129,CU053,2025-02-25 04:56:02.025351,ACTIVE
USER01718,CU014,2025-03-28 04:56:02.025355,INACTIVE
USER00008,CU023,2024-10-20 04:56:02.025359,ACTIVE
USER00895,CU002,2025-05-21 04:56:02.025363,INACTIVE
USER01651,CU013,2024-11-02 04:56:02.025367,ACTIVE
USER00564,CU014,2025-09-08 04:56:02.025371,ACTIVE
USER00287,CU010,2025-03-30 04:56:02.025374,INACTIVE
USER01642,CU047,2025-07-25 04:56:02.025379,INACTIVE
USER01758,CU033,2024-09-15 04:56:02.025382,ACTIVE
USER01538,CU036,2025-09-26 04:56:02.025386,ACTIVE
USER00842,CU037,2025-11-05 04:56:02.025390,INACTIVE
USER00221,CU023,2025-08-16 04:56:02.025394,INACTIVE
USER00934,CU015,2024-09-04 04:56:02.025400,INACTIVE
USER00368,CU008,2025-01-16 04:56:02.025785,ACTIVE
USER01189,CU003,2025-01-02 04:56:02.025794,ACTIVE
USER01085,CU056,2025-09-19 04:56:02.025798,ACTIVE
USER01350,CU051,2025-07-24 04:56:02.025803,INACTIVE
USER01436,CU018,2025-04-08 04:56:02.025807,INACTIVE
USER01232,CU035,2025-09-03 04:56:02.025811,ACTIVE
USER01649,CU058,2024-07-26 04:56:02.025815,INACTIVE
USER00652,CU043,2024-12-26 04:56:02.025819,ACTIVE
USER00764,CU002,2024-12-01 04:56:02.025823,INACTIVE
USER00761,CU007,2024-08-08 04:56:02.025826,INACTIVE
USER00225,CU021,2025-03-04 04:56:02.025830,ACTIVE
USER01871,CU033,2024-10-22 04:56:02.025834,INACTIVE
USER01443,CU019,2024-12-14 04:56:02.025838,ACTIVE
USER00164,CU005,2025-05-31 04:56:02.025842,ACTIVE
USER00021,CU009,2025-11-16 04:56:02.025846,ACTIVE
USER00993,CU046,2024-10-20 04:56:02.025849,INACTIVE
USER01878,CU026,2024-11-29 04:56:02.025853,INACTIVE
USER01692,CU028,2025-08-22 04:56:02.025857,ACTIVE
USER01791,CU040,2025-10-12 04:56:02.025861,ACTIVE
USER01092,CU060,2025-10-29 04:56:02.025865,ACTIVE
USER01020,CU023,2025-05-25 04:56:02.025869,ACTIVE
USER01463,CU006,2025-12-26 04:56:02.025873,ACTIVE
USER00863,CU015,2025-01-10 04:56:02.025877,INACTIVE
USER00040,CU055,2025-05-24 04:56:02.025881,INACTIVE
USER01050,CU044,2024-11-22 04:56:02.025885,ACTIVE
USER00319,CU035,2025-11-19 04:56:02.025888,INACTIVE
USER00890,CU040,2025-06-05 04:56:02.025891,ACTIVE
USER01112,CU010,2025-10-16 04:56:02.025895,ACTIVE
USER01991,CU032,2024-10-28 04:56:02.025899,ACTIVE
USER00167,CU039,2024-09-08 04:56:02.025903,ACTIVE
USER01973,CU029,2026-01-28 04:56:02.025907,INACTIVE
USER01542,CU011,2025-10-03 04:56:02.025910,ACTIVE
USER01235,CU048,2025-08-31 04:56:02.025914,ACTIVE
USER01506,CU034,2025-03-30 04:56:02.025918,INACTIVE
USER01350,CU048,2024-08-08 04:56:02.025922,INACTIVE
USER00470,CU016,2025-11-21 04:56:02.025928,ACTIVE
USER01190,CU052,2024-11-08 04:56:02.025932,INACTIVE
USER01005,CU058,2024-10-01 04:56:02.025936,INACTIVE
USER01147,CU014,2024-06-23 04:56:02.025939,INACTIVE
USER01894,CU052,2025-02-17 04:56:02.025943,INACTIVE
USER01237,CU031,2025-02-12 04:56:02.025948,INACTIVE
USER01776,CU003,2025-09-02 04:56:02.025952,ACTIVE
USER01216,CU022,2024-07-28 04:56:02.025956,ACTIVE
USER01695,CU022,2025-03-21 04:56:02.025961,ACTIVE
USER00829,CU020,2024-08-15 04:56:02.025965,ACTIVE
USER00183,CU059,2024-07-06 04:56:02.025969,INACTIVE
USER01580,CU058,2025-05-31 04:56:02.025973,INACTIVE
USER01013,CU030,2025-01-12 04:56:02.025977,ACTIVE
USER00372,CU006,2025-07-23 04:56:02.025981,INACTIVE
USER00047,CU048,2024-12-26 04:56:02.025985,ACTIVE
USER00171,CU041,2024-10-04 04:56:02.025989,INACTIVE
USER01242,CU028,2024-06-21 04:56:02.025992,INACTIVE
USER00362,CU030,2025-12-01 04:56:02.025996,ACTIVE
USER00525,CU034,2025-03-24 04:56:02.026000,ACTIVE
USER01784,CU057,2024-12-18 04:56:02.026004,ACTIVE
USER00705,CU022,2025-10-15 04:56:02.026007,ACTIVE
USER01706,CU052,2025-12-11 04:56:02.026011,ACTIVE
USER00111,CU002,2025-07-17 04:56:02.026015,INACTIVE
USER01263,CU023,2025-11-18 04:56:02.026019,ACTIVE
USER00517,CU057,2025-04-30 04:56:02.026023,INACTIVE
USER00156,CU012,2024-10-08 04:56:02.026027,ACTIVE
USER01139,CU005,2025-04-13 04:56:02.026031,INACTIVE
USER00370,CU060,2025-01-11 04:56:02.026034,ACTIVE
USER01523,CU009,2024-10-04 04:56:02.026038,ACTIVE
USER01560,CU042,2024-10-24 04:56:02.026047,ACTIVE
USER00282,CU036,2025-10-19 04:56:02.026051,INACTIVE
USER00152,CU048,2025-12-02 04:56:02.026054,INACTIVE
USER01919,CU015,2025-10-16 04:56:02.026058,INACTIVE
USER01682,CU011,2025-07-08 04:56:02.026062,INACTIVE
USER01271,CU051,2024-06-30 04:56:02.026066,ACTIVE
USER00671,CU035,2025-01-06 04:56:02.026070,INACTIVE
USER00049,CU056,2025-12-01 04:56:02.026074,ACTIVE
USER01030,CU057,2026-01-17 04:56:02.026077,ACTIVE
USER01971,CU028,2025-04-05 04:56:02.026080,INACTIVE
USER01126,CU057,2025-08-10 04:56:02.026084,INACTIVE
USER01571,CU049,2025-08-24 04:56:02.026088,ACTIVE
USER00912,CU012,2024-08-09 04:56:02.026091,INACTIVE
USER01566,CU012,2025-01-28 04:56:02.026095,INACTIVE
USER00645,CU058,2025-09-24 04:56:02.026099,ACTIVE
USER01383,CU040,2024-10-08 04:56:02.026103,INACTIVE
USER01391,CU008,2025-12-07 04:56:02.026107,ACTIVE
USER00456,CU018,2025-10-30 04:56:02.026110,INACTIVE
USER00275,CU048,2025-11-29 04:56:02.026114,INACTIVE
USER01578,CU053,2025-01-05 04:56:02.026117,ACTIVE
USER01929,CU050,2025-11-07 04:56:02.026120,ACTIVE
USER00275,CU055,2025-02-11 04:56:02.026123,ACTIVE
USER01997,CU012,2025-03-06 04:56:02.026127,ACTIVE
USER01189,CU007,2025-08-19 04:56:02.026130,INACTIVE
USER00106,CU054,2025-08-26 04:56:02.026134,ACTIVE
USER01838,CU044,2025-10-01 04:56:02.026138,INACTIVE
USER01223,CU039,2025-02-12 04:56:02.026141,ACTIVE
USER01933,CU060,2024-11-21 04:56:02.026145,INACTIVE
USER01778,CU033,2025-05-16 04:56:02.026151,ACTIVE
USER00402,CU018,2024-06-23 04:56:02.026155,ACTIVE
USER01515,CU048,2025-06-20 04:56:02.026159,ACTIVE
USER00340,CU012,2025-02-27 04:56:02.026163,INACTIVE
USER01615,CU013,2024-11-01 04:56:02.026167,ACTIVE
USER00739,CU044,2025-05-25 04:56:02.026170,INACTIVE
USER00917,CU017,2025-01-04 04:56:02.026174,INACTIVE
USER00271,CU037,2024-12-10 04:56:02.026178,ACTIVE
USER00727,CU039,2025-10-24 04:56:02.026182,INACTIVE
USER00734,CU031,2024-06-14 04:56:02.026185,INACTIVE
USER01222,CU029,2025-02-14 04:56:02.026191,ACTIVE
USER00453,CU035,2025-07-18 04:56:02.026194,ACTIVE
USER00647,CU016,2025-11-23 04:56:02.026198,INACTIVE
USER01822,CU031,2025-06-16 04:56:02.026201,ACTIVE
USER00474,CU029,2025-11-15 04:56:02.026205,ACTIVE
USER00056,CU014,2024-10-26 04:56:02.026209,ACTIVE
USER00315,CU041,2025-06-30 04:56:02.026213,INACTIVE
USER01724,CU025,2025-05-19 04:56:02.026216,INACTIVE
USER00813,CU003,2025-06-11 04:56:02.026220,ACTIVE
USER01521,CU022,2024-12-05 04:56:02.026224,INACTIVE
USER00563,CU038,2025-07-08 04:56:02.026227,INACTIVE
USER01500,CU056,2025-08-30 04:56:02.026231,INACTIVE
USER00227,CU059,2025-10-07 04:56:02.026234,INACTIVE
USER00359,CU029,2024-07-04 04:56:02.026238,INACTIVE
USER01431,CU005,2025-12-29 04:56:02.026242,ACTIVE
USER01134,CU055,2025-05-18 04:56:02.026245,ACTIVE
USER00986,CU030,2024-06-18 04:56:02.026249,INACTIVE
USER00250,CU059,2024-08-08 04:56:02.026253,INACTIVE
USER00404,CU028,2024-08-08 04:56:02.026256,ACTIVE
USER00489,CU043,2025-04-03 04:56:02.026260,INACTIVE
USER01645,CU001,2024-10-01 04:56:02.026264,INACTIVE
USER00124,CU037,2025-08-11 04:56:02.026268,ACTIVE
USER00175,CU060,2024-10-22 04:56:02.026272,ACTIVE
USER00891,CU011,2025-02-12 04:56:02.026276,INACTIVE
USER00544,CU004,2025-03-09 04:56:02.026280,ACTIVE
USER00273,CU012,2025-11-03 04:56:02.026284,INACTIVE
USER01515,CU054,2024-08-13 04:56:02.026289,INACTIVE
USER01543,CU046,2024-12-17 04:56:02.026294,INACTIVE
USER00095,CU008,2025-08-10 04:56:02.026300,ACTIVE
USER00570,CU016,2025-02-18 04:56:02.026306,ACTIVE
USER01227,CU024,2024-09-07 04:56:02.026312,INACTIVE
USER00692,CU011,2025-01-09 04:56:02.026317,ACTIVE
USER01901,CU045,2025-03-16 04:56:02.026323,ACTIVE
USER01102,CU041,2024-08-19 04:56:02.026329,INACTIVE
USER01068,CU046,2025-08-09 04:56:02.026335,ACTIVE
USER01713,CU021,2024-06-24 04:56:02.026339,ACTIVE
USER00639,CU040,2025-10-21 04:56:02.026342,INACTIVE
USER00663,CU020,2025-11-28 04:56:02.026346,INACTIVE
USER01969,CU020,2024-12-09 04:56:02.026350,INACTIVE
USER01202,CU025,2025-04-27 04:56:02.026353,ACTIVE
USER00558,CU035,2025-04-10 04:56:02.026357,INACTIVE
USER00239,CU054,2025-07-26 04:56:02.026361,ACTIVE
USER00416,CU020,2025-07-24 04:56:02.026365,ACTIVE
USER00132,CU030,2025-04-12 04:56:02.026368,ACTIVE
USER01795,CU041,2025-11-17 04:56:02.026372,INACTIVE
USER01960,CU034,2025-07-14 04:56:02.026375,INACTIVE
USER00450,CU060,2024-08-29 04:56:02.026379,ACTIVE
USER00203,CU005,2024-08-28 04:56:02.026382,INACTIVE
USER00370,CU048,2025-03-22 04:56:02.026385,INACTIVE
USER00841,CU056,2025-09-23 04:56:02.026389,ACTIVE
USER00353,CU046,2025-09-29 04:56:02.026393,INACTIVE
USER00458,CU035,2025-07-01 04:56:02.026396,INACTIVE
USER01174,CU028,2025-07-29 04:56:02.026399,INACTIVE
USER01064,CU008,2025-01-25 04:56:02.026403,ACTIVE
USER01033,CU038,2025-05-19 04:56:02.026407,ACTIVE
USER01560,CU047,2024-11-04 04:56:02.026410,INACTIVE
USER00046,CU019,2024-12-23 04:56:02.026414,INACTIVE
USER00125,CU045,2026-01-06 04:56:02.026417,INACTIVE
USER01257,CU010,2024-10-17 04:56:02.026421,INACTIVE
USER00463,CU009,2024-10-25 04:56:02.026425,INACTIVE
USER00750,CU015,2025-02-18 04:56:02.026428,INACTIVE
USER00307,CU009,2024-10-03 04:56:02.026432,ACTIVE
USER00800,CU054,2025-11-04 04:56:02.026435,INACTIVE
USER01989,CU041,2025-10-08 04:56:02.026439,INACTIVE
USER01394,CU050,2025-07-09 04:56:02.026443,INACTIVE
USER01304,CU058,2025-10-19 04:56:02.026446,ACTIVE
USER00565,CU038,2024-08-10 04:56:02.026450,ACTIVE
USER01328,CU020,2025-11-02 04:56:02.026454,INACTIVE
USER00724,CU046,2025-02-28 04:56:02.026457,INACTIVE
USER01438,CU001,2025-12-15 04:56:02.026461,ACTIVE
USER01828,CU018,2025-04-24 04:56:02.026465,ACTIVE
USER00146,CU031,2025-04-06 04:56:02.026468,ACTIVE
USER00433,CU033,2024-07-22 04:56:02.026472,ACTIVE
USER01762,CU035,2025-12-13 04:56:02.026475,ACTIVE
USER00468,CU026,2025-04-12 04:56:02.026478,INACTIVE
USER01692,CU003,2025-07-19 04:56:02.026483,INACTIVE
USER00650,CU058,2025-06-15 04:56:02.026488,ACTIVE
USER00565,CU059,2025-01-20 04:56:02.026493,INACTIVE
USER00248,CU049,2024-08-06 04:56:02.026498,INACTIVE
USER00743,CU054,2025-04-24 04:56:02.026504,ACTIVE
USER01087,CU007,2025-04-16 04:56:02.026509,INACTIVE
USER00844,CU004,2024-10-26 04:56:02.026515,ACTIVE
USER01837,CU005,2025-02-17 04:56:02.026520,INACTIVE
USER01605,CU031,2024-11-11 04:56:02.026524,ACTIVE
USER00793,CU027,2024-07-02 04:56:02.026528,INACTIVE
USER00534,CU046,2024-10-31 04:56:02.026532,INACTIVE
USER00764,CU009,2025-12-24 04:56:02.026535,ACTIVE
USER01170,CU059,2025-06-20 04:56:02.026538,ACTIVE
USER01945,CU027,2024-09-22 04:56:02.026542,ACTIVE
USER00237,CU015,2025-06-02 04:56:02.026546,INACTIVE
USER00325,CU006,2025-02-19 04:56:02.026549,INACTIVE
USER00506,CU058,2025-01-16 04:56:02.026553,INACTIVE
USER01812,CU039,2025-11-28 04:56:02.026557,INACTIVE
USER01492,CU036,2024-10-09 04:56:02.026561,ACTIVE
USER01991,CU037,2024-10-26 04:56:02.026564,INACTIVE
USER00242,CU038,2025-10-20 04:56:02.026568,ACTIVE
USER00536,CU031,2025-10-27 04:56:02.026572,ACTIVE
USER01419,CU028,2025-07-15 04:56:02.026575,ACTIVE
USER00851,CU047,2026-01-08 04:56:02.026581,INACTIVE
USER01150,CU049,2024-06-17 04:56:02.026584,INACTIVE
USER01957,CU005,2025-08-21 04:56:02.026588,INACTIVE
USER00154,CU006,2025-05-18 04:56:02.026592,INACTIVE
USER01905,CU007,2024-11-02 04:56:02.026595,ACTIVE
USER00517,CU012,2025-10-18 04:56:02.026598,INACTIVE
USER00055,CU008,2024-09-21 04:56:02.026602,INACTIVE
USER01831,CU053,2025-06-11 04:56:02.026607,INACTIVE
USER00075,CU053,2025-06-11 04:56:02.026613,ACTIVE
USER00244,CU059,2025-12-13 04:56:02.026618,INACTIVE
USER01188,CU035,2026-01-06 04:56:02.026623,ACTIVE
USER01422,CU040,2024-11-28 04:56:02.026629,INACTIVE
USER01853,CU046,2024-12-31 04:56:02.026633,ACTIVE
USER01708,CU024,2025-01-11 04:56:02.026637,ACTIVE
USER01596,CU051,2024-07-13 04:56:02.026641,INACTIVE
USER00874,CU039,2025-08-25 04:56:02.026645,INACTIVE
USER01063,CU032,2024-11-13 04:56:02.026648,ACTIVE
USER00351,CU038,2024-08-10 04:56:02.026651,ACTIVE
USER00202,CU017,2024-07-02 04:56:02.026654,INACTIVE
USER00385,CU032,2024-09-25 04:56:02.026658,ACTIVE
USER00147,CU036,2024-06-19 04:56:02.026661,ACTIVE
USER00310,CU025,2025-11-07 04:56:02.026665,INACTIVE
USER01344,CU003,2025-06-15 04:56:02.026669,ACTIVE
USER01645,CU033,2024-07-16 04:56:02.026672,ACTIVE
USER00595,CU039,2024-08-25 04:56:02.026675,ACTIVE
USER01854,CU043,2024-06-27 04:56:02.026679,INACTIVE
USER00155,CU055,2025-05-22 04:56:02.026682,ACTIVE
USER01924,CU045,2025-03-09 04:56:02.026686,INACTIVE
USER01050,CU030,2024-07-30 04:56:02.026689,ACTIVE
USER01132,CU041,2025-01-10 04:56:02.026692,ACTIVE
USER00947,CU055,2025-01-21 04:56:02.026696,ACTIVE
USER01107,CU040,2024-07-12 04:56:02.026699,INACTIVE
USER00066,CU053,2025-10-05 04:56:02.026703,INACTIVE
USER00474,CU025,2025-02-07 04:56:02.026706,ACTIVE
USER00511,CU007,2025-04-08 04:56:02.026709,ACTIVE
USER01317,CU053,2024-10-19 04:56:02.026713,ACTIVE
USER00926,CU049,2025-10-05 04:56:02.026717,INACTIVE
USER01579,CU006,2025-04-29 04:56:02.026720,INACTIVE
USER01460,CU030,2024-12-01 04:56:02.026724,ACTIVE
USER01293,CU046,2025-06-02 04:56:02.026728,ACTIVE
USER00630,CU015,2024-09-11 04:56:02.026735,ACTIVE
USER00353,CU025,2025-04-28 04:56:02.026738,ACTIVE
USER00409,CU006,2025-05-23 04:56:02.026742,INACTIVE
USER01465,CU023,2026-01-18 04:56:02.026750,ACTIVE
USER00487,CU043,2025-03-08 04:56:02.026754,ACTIVE
USER01383,CU052,2025-12-16 04:56:02.026757,INACTIVE
USER01976,CU049,2024-08-15 04:56:02.026760,ACTIVE
USER00988,CU022,2025-09-16 04:56:02.026764,INACTIVE
USER01143,CU049,2024-07-28 04:56:02.026767,INACTIVE
USER00029,CU052,2025-11-18 04:56:02.026771,INACTIVE
USER00571,CU025,2025-05-11 04:56:02.026775,ACTIVE
USER00635,CU022,2025-01-18 04:56:02.026778,INACTIVE
USER01121,CU035,2025-04-08 04:56:02.026782,ACTIVE
USER00934,CU003,2025-04-23 04:56:02.026785,INACTIVE
USER00734,CU052,2025-06-18 04:56:02.026788,ACTIVE
USER00548,CU057,2024-09-16 04:56:02.026791,INACTIVE
USER01856,CU059,2025-02-21 04:56:02.026795,INACTIVE
USER01922,CU021,2025-10-13 04:56:02.026799,INACTIVE
USER00218,CU009,2025-09-05 04:56:02.026802,INACTIVE
USER01925,CU021,2024-08-04 04:56:02.026805,INACTIVE
USER01717,CU031,2025-03-21 04:56:02.026809,INACTIVE
USER00290,CU040,2024-10-04 04:56:02.026812,ACTIVE
USER00338,CU015,2024-08-10 04:56:02.026816,ACTIVE
USER01501,CU028,2025-02-27 04:56:02.026819,INACTIVE
USER01169,CU049,2024-09-01 04:56:02.026823,INACTIVE
USER01560,CU019,2024-09-06 04:56:02.026826,ACTIVE
USER01037,CU052,2025-12-07 04:56:02.026829,ACTIVE
USER01031,CU059,2024-07-26 04:56:02.026832,ACTIVE
USER01435,CU052,2025-01-14 04:56:02.026836,ACTIVE
USER00147,CU022,2024-10-06 04:56:02.026839,ACTIVE
USER01997,CU059,2025-03-26 04:56:02.026842,INACTIVE
USER01505,CU012,2025-03-09 04:56:02.026846,ACTIVE
USER00883,CU051,2025-12-22 04:56:02.026850,ACTIVE
USER00651,CU035,2025-02-02 04:56:02.026853,ACTIVE
USER01641,CU007,2024-07-11 04:56:02.026857,ACTIVE
USER01362,CU052,2026-01-03 04:56:02.026860,INACTIVE
USER01354,CU029,2025-12-11 04:56:02.026864,INACTIVE
USER01457,CU018,2025-08-26 04:56:02.026867,ACTIVE
USER01456,CU013,2024-07-17 04:56:02.026870,INACTIVE
USER00232,CU043,2025-03-09 04:56:02.026874,INACTIVE
USER00211,CU057,2025-07-09 04:56:02.026877,ACTIVE
USER01798,CU008,2025-09-07 04:56:02.026881,ACTIVE
USER01284,CU016,2024-06-10 04:56:02.026885,ACTIVE
USER01652,CU013,2025-09-01 04:56:02.026888,ACTIVE
USER01781,CU047,2025-11-15 04:56:02.026892,INACTIVE
USER00169,CU009,2024-10-10 04:56:02.026896,ACTIVE
USER01983,CU010,2025-03-26 04:56:02.026899,INACTIVE
USER00165,CU019,2025-01-11 04:56:02.026902,INACTIVE
USER01422,CU033,2025-04-19 04:56:02.026905,INACTIVE
USER01025,CU041,2025-12-16 04:56:02.026909,INACTIVE
USER00703,CU016,2025-01-01 04:56:02.026916,ACTIVE
USER01454,CU033,2025-10-24 04:56:02.026920,ACTIVE
USER00623,CU049,2026-01-29 04:56:02.026923,INACTIVE
USER01512,CU043,2025-12-06 04:56:02.026927,INACTIVE
USER00449,CU058,2024-06-24 04:56:02.026930,ACTIVE
USER01256,CU029,2024-11-27 04:56:02.026934,INACTIVE
USER00376,CU052,2025-04-03 04:56:02.026938,ACTIVE
USER01491,CU007,2024-09-10 04:56:02.026941,ACTIVE
USER01069,CU032,2025-09-30 04:56:02.026945,INACTIVE
USER00192,CU029,2025-06-21 04:56:02.026949,ACTIVE
USER01309,CU028,2024-12-17 04:56:02.026953,ACTIVE
USER01915,CU011,2024-10-19 04:56:02.026957,INACTIVE
USER00701,CU060,2024-11-25 04:56:02.026960,ACTIVE
USER00661,CU037,2025-02-03 04:56:02.026964,ACTIVE
USER01109,CU054,2024-08-23 04:56:02.026967,INACTIVE
USER01244,CU034,2025-09-06 04:56:02.026971,INACTIVE
USER00406,CU041,2025-05-14 04:56:02.026974,ACTIVE
USER00175,CU005,2024-09-07 04:56:02.026977,ACTIVE
USER00679,CU026,2025-09-16 04:56:02.026980,INACTIVE
USER01600,CU014,2025-01-01 04:56:02.026984,INACTIVE
USER00368,CU053,2024-11-30 04:56:02.026987,INACTIVE
USER01787,CU054,2024-08-23 04:56:02.026990,INACTIVE
USER00789,CU004,2025-05-02 04:56:02.026993,INACTIVE
USER01223,CU058,2025-09-13 04:56:02.026996,ACTIVE
USER01590,CU005,2024-10-01 04:56:02.027000,INACTIVE
USER01133,CU034,2025-09-12 04:56:02.027004,ACTIVE
USER00838,CU045,2025-01-25 04:56:02.027007,ACTIVE
USER01563,CU038,2024-08-09 04:56:02.027011,ACTIVE
USER01454,CU009,2026-01-07 04:56:02.027014,ACTIVE
USER01395,CU014,2024-09-13 04:56:02.027017,ACTIVE
USER00102,CU050,2026-01-22 04:56:02.027021,INACTIVE
USER01242,CU039,2025-12-28 04:56:02.027024,ACTIVE
USER00160,CU048,2024-07-19 04:56:02.027028,INACTIVE
USER00971,CU055,2025-12-22 04:56:02.027031,INACTIVE
USER01947,CU001,2025-08-02 04:56:02.027035,ACTIVE
USER01143,CU021,2025-04-06 04:56:02.027038,ACTIVE
USER00481,CU015,2025-10-30 04:56:02.027042,ACTIVE
